[140, 225, 281, 1, 108, 122, 202, 27, 128, 150]
[5, 15, 18, 19, 40, 46, 57, 62, 63, 70]
[139, 145, 46, 39, 60, 108, 117, 1, 36, 107]
[13264, 1542, 1680, 5741, 11242, 2670, 8860, 12264, 11443, 12335]
[10, 14, 18, 83, 99, 147, 148, 185, 199, 201]
[233, 623, 791, 191, 221, 248, 297, 728, 425, 451]
[140, 42, 135, 171, 226, 21, 80, 106, 139, 166]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[172, 39, 258, 71, 157, 292, 186, 203, 232, 27]
[3, 7, 9, 12, 13, 15, 21, 27, 29, 31]
