[1323, 668, 1189, 81, 30, 115, 1010, 1169, 486, 127]
[847, 884, 358, 356, 495, 1, 3, 4, 5, 6]
[161, 34, 3, 112, 25, 36, 53, 121, 102, 184]
[1, 2, 17, 20, 24, 25, 32, 33, 47, 50]
[234, 171, 926, 742, 53, 67, 73, 97, 102, 118]
[317, 472, 39, 82, 150, 178, 305, 499, 712, 13]
[124, 241, 304, 321, 284, 394, 136, 378, 380, 476]
[464, 93, 103, 333, 23, 125, 152, 295, 342, 2]
[1007, 2810, 4319, 4813, 2431, 3833, 4889, 5618, 429, 1393]
[228, 5, 19, 44, 54, 59, 143, 0, 89, 193]
