[244, 3, 279, 338, 247, 19, 278, 295, 80, 99]
[17, 167, 18, 83, 94, 166, 93, 134, 147, 163]
[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]
[1424, 2027, 778, 2164, 2418, 1538, 156, 19, 21, 2102]
[0, 1, 4, 5, 6, 7, 8, 10, 11, 12]
[66, 10, 79, 98, 133, 154, 159, 251, 263, 1]
[187, 21, 22, 60, 88, 112, 118, 156, 161, 166]
[226, 990, 1036, 432, 682, 703, 884, 894, 927, 25]
[4, 67, 154, 155, 0, 1, 2, 3, 5, 6]
[24, 296, 332, 397, 266, 267, 322, 380, 198, 379]
