[204, 237, 239, 115, 209, 346, 285, 10, 20, 34]
[101, 48, 38, 139, 3, 170, 6, 142, 10, 31]
[179, 193, 99, 38, 123, 137, 314, 60, 181, 273]
[5, 7, 11, 19, 28, 31, 32, 37, 38, 40]
[21, 57, 66, 124, 130, 127, 9, 23, 39, 62]
[270, 50, 177, 262, 321, 56, 2, 12, 14, 33]
[107, 170, 303, 3, 4, 9, 27, 29, 35, 48]
[123, 269, 12, 97, 102, 169, 199, 493, 568, 62]
[4002, 6372, 6382, 5745, 6487, 2115, 1976, 4152, 962, 6733]
[322, 328, 193, 198, 271, 365, 61, 159, 158, 168]
